id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.metabolomicsworkbench.org/	PR000083	http://dx.doi.org/10.21228/M8T884			Quantitative metabolomics by H-NMR and LC-MS/MS confirms altered metabolic pathways in diabetes	Insulin is as a major postprandial hormone with profound effects on carbohydrate, fat, and protein metabolism. In the absence of exogenous insulin, patients with type 1 diabetes exhibit a variety of metabolic abnormalities including hyperglycemia, glycosurea, accelerated ketogenesis, and muscle wasting due to increased proteolysis. We analyzed plasma from type 1 diabetic (T1D) humans during insulin treatment (I+) and acute insulin deprivation (I-) and non-diabetic participants (ND) by 1H nuclear magnetic resonance spectroscopy and liquid chromatography-tandem mass spectrometry. The aim was to determine if this combination of analytical methods could provide information on metabolic pathways known to be altered by insulin deficiency. Multivariate statistics differentiated proton spectra from I- and I+ based on several derived plasma metabolites that were elevated during insulin deprivation (lactate, acetate, allantoin, ketones). Mass spectrometry revealed significant perturbations in levels of plasma amino acids and amino acid metabolites during insulin deprivation. Further analysis of metabolite levels measured by the two analytical techniques indicates several known metabolic pathways that are perturbed in T1D (I-) (protein synthesis and breakdown, gluconeogenesis, ketogenesis, amino acid oxidation, mitochondrial bioenergetics, and oxidative stress). This work demonstrates the promise of combining multiple analytical methods with advanced statistical methods in quantitative metabolomics research, which we have applied to the clinical situation of acute insulin deprivation in T1D to reflect the numerous metabolic pathways known to be affected by insulin deficiency.
https://www.metabolomicsworkbench.org/	PR000084	http://dx.doi.org/10.21228/M8PK5V			T1D Investigating the gut microbiome, urinary proteome, and metabolome	-
https://www.metabolomicsworkbench.org/	PR000085	http://dx.doi.org/10.21228/M8JS3X			Mitochondrial Dysfunction in Frontal Fibrosing Alopecia	The goal of this study was to characterize metabolic drift associated with lymphocytic frontal fibrosing alopecia (FFA), comparing same-patient affected/unaffected area tissues as well as control patient tissue.
https://www.metabolomicsworkbench.org/	PR000087	http://dx.doi.org/10.21228/M8F30Z			Dysfunctional lipid metabolism underlies the effect of perinatal DDT exposure on the development of metabolic syndrome	This study evaluated the effect of perinatal DDT exposure on metabolic syndrome in mice exposed to doses that mimicked human exposure. The samples tested were from 2 groups: 1) a group with perinatal exposure to DDT consuming a high fat diet (DDHF), 2) a control group consuming a high fat diet (CHF). Results indicated the DDHF group had comparatively elevated plasma concentrations of glucose, insulin, cholesterol, and triglycerides, CYP7A1 gene expression, homeostasis model assessment- insulin resistance (HOMA-IR), and fat mass (%), as well as reduced thermogenesis. These data suggest perinatal DDT exposure may cause the co-occurrence of conditions associated with metabolic syndrome, including glucose intolerance, hyperinsulinemia, and dyslipidemia, impaired thermogenesis, and obesity.
https://www.metabolomicsworkbench.org/	PR000089	http://dx.doi.org/10.21228/M8988G			13C Metabolomics: Applications at Natural Abundance	-
https://www.metabolomicsworkbench.org/	PR000090	http://dx.doi.org/10.21228/M85K56			13C Metabolomics: NMR and IROA for Unknown Identification	Demonstrate a method using high-sensitivity NMR to identify an unknown metabolite from a fraction isolated from an IROA LC-MS experiment.
https://www.metabolomicsworkbench.org/	PR000092	http://dx.doi.org/10.21228/M81S38			Global Metabolomics of C. elegans using an augmented reference IROA design	-
https://www.metabolomicsworkbench.org/	PR000094	http://dx.doi.org/10.21228/M8X309			Cold adaptation shapes the robustness of metabolic networks in Drosophila melanogaster	Flies that had been selected for fast and slow recovery from a cold-coma (2 replicates of each type) were sampled before, during (at the end of a 3h cold exposure at 0 degC), and after 5 min recovery from cold exposure. We tested the hypothesis that cold adaptation remodelled metabolic networks to make them more robust to the effects of cold.
https://www.metabolomicsworkbench.org/	PR000095	http://dx.doi.org/10.21228/M8S88T			13C Metabolomics using INADEQUATE	Demonstrate a method using high-sensitivity NMR to identify an unknown metabolite from a fraction isolated from an IROA LC-MS experiment.
https://www.metabolomicsworkbench.org/	PR000096	http://dx.doi.org/10.21228/M8NK5J			Factors for Epigenetic Silencing of Lung Cancer Genes	To test the hypothesis that the propensity for silencing of tumor suppressor genes in the respiratory epithelium of chronic smokers by promoter hypermethylation is influenced by sequence variations that modify the activity of genes and microRNA?s that directly or indirectly influence de novo methylation and chromatin remodeling.
https://www.metabolomicsworkbench.org/	PR000097	http://dx.doi.org/10.21228/M8HS3M			Sex, Steroids, Sleep and Metabolic Dysfunction in Women	Gender obstructive sleep apnea studies
https://www.metabolomicsworkbench.org/	PR000098	http://dx.doi.org/10.21228/M8D30N			Weight Management Studies	Studies in weight management
https://www.metabolomicsworkbench.org/	PR000102	http://dx.doi.org/10.21228/M88C7T			SIRM Analysis of human P493	SIRM Analysis of human MYC-inducible P493 cells
https://www.metabolomicsworkbench.org/	PR000103	http://dx.doi.org/10.21228/M84K5W			RCSIRM Outreach and Education 2014 Metabolomics Workshop	Demonstrating the utility and practicality of Stable Isotope Enriched Cell Culture to investigation of cell metabolism
https://www.metabolomicsworkbench.org/	PR000104	http://dx.doi.org/10.21228/M80W2M			Impact of insulin deprivation and treatment on sphingolipid distribution in different muscle subcellular compartments of streptozotocin-diabetic C57Bl/6 mice.	Insulin deprivation in type 1 diabetes (T1D) individuals increases lipolysis and plasma free fatty acids (FFA) concentration, which can stimulate synthesis of intramyocellular bioactive lipids such as ceramides (Cer) and long-chain fatty acid-CoAs (LCFa-CoAs). Ceramide was shown to decrease muscle insulin sensitivity, and at mitochondrial levels it stimulates reactive oxygen species production. Here, we show that insulin deprivation in streptozotocin diabetic C57BL/6 mice increases quadriceps muscle Cer content, which was correlated with a concomitant decrease in the body fat and increased plasma FFA, glycosylated hemoglobin level (%Hb A1c), and muscular LCFa-CoA content. The alternations were accompanied by an increase in protein expression in LCFa-CoA and Cer synthesis (FATP1/ACSVL5, CerS1, CerS5), a decrease in the expression of genes implicated in muscle insulin sensitivity (GLUT4, GYS1), and inhibition of insulin signaling cascade by Akt? and GYS3? phosphorylation under acute insulin stimulation. Both the content and composition of sarcoplasmic fraction sphingolipids were most affected by insulin deprivation, whereas mitochondrial fraction sphingolipids remained stable. The observed effects of insulin deprivation were reversed, except for content and composition of LCFa-CoA, CerS protein expression, GYS1 gene expression, and phosphorylation status of Akt and GYS3? when exogenous insulin was provided by subcutaneous insulin implants. Principal component analysis and Pearson's correlation analysis revealed close relationships between the features of the diabetic phenotype, the content of LCFa-CoAs and Cers containing C18-fatty acids in sarcoplasm, but not in mitochondria. Insulin replacement did not completely rescue the phenotype, especially regarding the content of LCFa-CoA, or proteins implicated in Cer synthesis and muscle insulin sensitivity. These persistent changes might contribute to muscle insulin resistance observed in T1D individuals.
https://www.metabolomicsworkbench.org/	PR000105	http://dx.doi.org/10.21228/M8W300			Comparative metabolomics analysis of the key metabolic nodes in propionic acid synthesis in Propionibacterium acidipropionici	-
